ObjectID,district_id,state,district_name,longitude,latitude,new_student_cases,cumulative_student_cases,new_staff_cases,cumulative_staff_cases,other_new,other_cumulative,total_all,Link
574,1922440,IA,Pekin Comm School District,-92.159146,41.15492,,,,,,1,1,https://www.pekincsd.org/vnews/display.v/SEC/Covid-19%20Information/Return%20to%20Learn%20-%20Fall%202020
575,1924660,IA,Rock Valley Comm School District,-96.288092,43.207301,,,,,,1,1,
576,1926250,IA,Sidney Comm School District,-95.646475,40.7497,,,,,,1,1,https://www.facebook.com/Sidney-Community-Schools-223114441183840/?ref=page_internal
577,1926400,IA,Sioux City Comm School District,-96.402381,42.494218,,24,,47,,1,72,https://www.siouxcityschools.org/covid-19-reported-cases/
578,1900024,IA,South Central Calhoun Comm School District,-94.64441,42.391488,,,,,,1,1,
579,1926850,IA,Southeast Warren Comm School District,-93.499154,41.202889,,2,,,,1,3,
580,1927990,IA,Tri-Center Comm School District,-95.596278,41.504913,,,,,,1,1,
581,1929760,IA,Wapsie Valley Comm School District,-92.140653,42.67999,,,,,,1,1,
582,1930750,IA,West Branch Comm School District,-91.348767,41.674252,,,,,,1,1,
583,1930780,IA,West Burlington Ind School District,-91.15919,40.820256,,,,,,1,1,
584,1930990,IA,West Liberty Comm School District,-91.260735,41.57297,,,,,,1,1,
585,1931020,IA,West Lyon Comm School District,-96.428958,43.39444,,,,,,1,1,
101,1931080,IA,West Marshall Comm School District,-93.16414,42.01577,,,,,,1,1,https://docs.google.com/document/d/1v26o6Rm5WRTrNIG6EQVDU7tiuffo2Vf9pi3LytZHCIU/edit
102,1931110,IA,West Monona Comm School District,-96.103837,42.022897,,,,,,1,1,
103,1931830,IA,Winfield-Mt Union Comm School District,-91.4386,41.1287,,,,,,1,1,
105,1713050,IL,East Dubuque USD 119,-90.639815,42.498035,2,2,3,3,,1,6,https://www.telegraphherald.com/coronavirus/article_275d1844-02e7-5066-ae86-c9d74df83028.html
106,1810110,IN,M S D Shakamak Schools,-87.211821,39.160593,,,,,,1,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
108,1800030,IN,M S D Southwest Allen County Schls,-85.284907,41.039123,,1,,,,1,2,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
111,1806660,IN,Mill Creek Community Sch Corp,-86.560077,39.664706,,,,,,1,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
112,1800690,IN,North Harrison Com School Corp,-86.147957,38.321686,,,,,,1,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
113,1808250,IN,Northwest Allen County Schools,-85.136546,41.204552,,,,,,1,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
114,1807350,IN,School Town of Munster,-87.501453,41.557452,,1,,,,1,2,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
115,1810080,IN,Seymour Community Schools,-85.890045,38.939228,,,,,,1,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
116,1810140,IN,Shelbyville Central Schools,-85.759159,39.520647,,,,,,1,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
117,1811610,IN,Union Co/Clg Corner Joint Sch Dist,-84.922004,39.63371,,,,,,1,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
118,2921330,MO,MONTGOMERY CO. R-II,-91.487649,38.956098,,,,,,1,1,https://www.facebook.com/Mcr2SchoolDistrict
119,3307330,NH,Coe Brown Academy School District,-71.211137,43.218344,,,,,,1,1,https://www.nh.gov/covid19/dashboard/schools.htm#dash
120,3306540,NH,Sunapee School District,-72.0943,43.38676,,,,,1,1,1,https://www.nh.gov/covid19/dashboard/schools.htm#dash
121,3304040,NH,Kearsarge Regional School District,-71.9856,43.41588,,,,,1,1,1,https://www.nh.gov/covid19/dashboard/schools.htm#dash
122,3301470,NH,Amherst School District,-71.6224,42.86133,,,,,1,1,1,https://www.nh.gov/covid19/dashboard/schools.htm#dash
123,3303240,NH,Goffstown School District,-71.5989,43.01952,,,,,,1,1,https://www.nh.gov/covid19/dashboard/schools.htm#dash
124,3303840,NH,Hollis School District,-71.5945,42.74913,,,,,1,1,1,https://www.nh.gov/covid19/dashboard/schools.htm#dash
125,3304760,NH,Merrimack Valley School District,-71.5927,43.27532,,,,,1,1,1,https://www.nh.gov/covid19/dashboard/schools.htm#dash
126,3302460,NH,Concord School District,-71.5483,43.20361,,,,,,1,1,https://www.nh.gov/covid19/dashboard/schools.htm#dash
127,3301740,NH,Bedford School District,-71.4967,42.93831,,,,,,1,1,https://www.nh.gov/covid19/dashboard/schools.htm#dash
128,3304590,NH,Manchester School District,-71.4746,42.9871,,,,,1,1,1,https://www.nh.gov/covid19/dashboard/schools.htm#dash
129,3304350,NH,Litchfield School District,-71.4612,42.87562,,,,,1,1,1,https://www.nh.gov/covid19/dashboard/schools.htm#dash
130,3301380,NH,Allenstown School District,-71.4523,43.14702,,,,,1,1,1,https://www.nh.gov/covid19/dashboard/schools.htm#dash
131,3307360,NH,Pinkerton Academy School District,-71.3157,42.89471,,,,,1,1,1,https://www.nh.gov/covid19/dashboard/schools.htm#dash
132,3302610,NH,Derry School District,-71.3089,42.88843,,,,,,1,1,https://www.nh.gov/covid19/dashboard/schools.htm#dash
119,3307330,NH,Coe Brown Academy School District,-71.2111,43.21834,,,,,,1,1,https://www.nh.gov/covid19/dashboard/schools.htm#dash
134,3306060,NH,Salem School District,-71.2099,42.78227,,,,,1,1,1,https://www.nh.gov/covid19/dashboard/schools.htm#dash
136,3305460,NH,Nottingham School District,-71.1496,43.19345,,,,,1,1,1,https://www.nh.gov/covid19/dashboard/schools.htm#dash
137,3306720,NH,Timberlane Regional School District,-71.1146,42.84472,,,,,1,1,1,https://www.nh.gov/covid19/dashboard/schools.htm#dash
138,3306080,NH,Sanborn Regional School District,-71.0733,42.91463,,,,,1,1,1,https://www.nh.gov/covid19/dashboard/schools.htm#dash
139,3305940,NH,Rochester School District,-70.9775,43.31546,,,,,,1,1,https://www.nh.gov/covid19/dashboard/schools.htm#dash
140,3306480,NH,Stratham School District,-70.9568,42.97567,,,,,,1,1,https://www.nh.gov/covid19/dashboard/schools.htm#dash
141,3305520,NH,Oyster River Coop School District,-70.9205,43.13882,,,,,1,1,1,https://www.nh.gov/covid19/dashboard/schools.htm#dash
142,3306150,NH,Seabrook School District,-70.8348,42.93281,,,,,,1,1,https://www.nh.gov/covid19/dashboard/schools.htm#dash
131,3307360,NH,Pinkerton Academy School District,-71.315726,42.894711,,,,,1,1,1,https://www.nh.gov/covid19/dashboard/schools.htm#dash
144,4002880,OK,ALVA,-98.66451,36.804937,,,,,,1,1,
145,4003060,OK,ANTLERS,-95.619565,34.233269,,,,,,1,1,
146,4003630,OK,BARTLESVILLE,-95.98102,36.74756,,,,,,1,1,
147,4003930,OK,BENNINGTON,-96.038582,33.994286,,,,,,1,1,
148,4005460,OK,BRISTOW,-96.391104,35.836038,,,,,,1,1,
149,4009570,OK,DEER CREEK,-97.620786,35.682969,,,,1,,1,2,
150,4009720,OK,DENISON,-94.78364,33.895538,,,,,,1,1,
151,4011280,OK,FAIRVIEW,-98.4755,36.268993,,,,,,1,1,
152,4011970,OK,FORT GIBSON,-95.241936,35.79297,,,,,,1,1,
153,4013740,OK,HARDESTY,-101.191885,36.616245,,,,,,1,1,
154,4000032,OK,HYDRO-EAKLY,-98.57321,35.551627,,,,,,1,1,
155,4016710,OK,KONAWA,-96.760461,34.956179,,,,,,1,1,
156,4019200,OK,MARYETTA,-94.631108,35.841225,,,,,,1,1,
157,4019560,OK,MCLOUD,-97.09433,35.434013,,1,,,,1,2,
158,4019980,OK,MILBURN,-96.552544,34.239937,,,,,,1,1,
159,4021510,OK,NEWCASTLE,-97.600217,35.247893,,,,,,1,1,
160,4023550,OK,PAULS VALLEY,-97.21627,34.7418,,,,,,1,1,
161,4023800,OK,PERKINS-TRYON,-97.031065,35.974605,,,,,,1,1,
162,4030197,OK,PORTER CONSOLIDATED,-95.521225,35.868325,,,,,,1,1,
163,4026250,OK,ROCKY MOUNTAIN,-94.72015,35.806696,,,,,,1,1,
164,4027960,OK,SOPER,-95.70146,34.03319,,,,,,1,1,
165,4031590,OK,WAPANUCKA,-96.424558,34.368909,,,,,,1,1,
166,4031950,OK,WAUKOMIS,-97.899545,36.281125,,,,,,1,1,
167,4032280,OK,WELLSTON,-97.063822,35.689825,,,,,,1,1,
168,4032880,OK,WILSON,-96.036596,35.507503,,,,,,1,1,
169,4033090,OK,WOODALL,-95.055719,35.820923,,1,,,,1,2,
170,4400900,RI,Providence,-71.421329,41.817771,,,,,1,1,1,https://www.wpri.com/health/coronavirus/school-updates/providence-elementary-school-remains-open-following-staff-covid-19-case/
171,5100600,VA,CAMPBELL CO PBLC SCHS,-79.163479,37.283715,,,,,1,1,1,https://wset.com/news/local/campbell-co-public-schools-report-positive-case-of-covid-at-rustburg-high-school
172,5103840,VA,VA BEACH CITY PBLC SCHS,-76.03163,36.75853,,,,,,1,1,https://www.13newsnow.com/article/news/local/mycity/virginia-beach/virginia-beach-school-food-service-worker-tests-positive-for-covid-19/291-760f7c9e-d9f6-49a6-8dcc-4e7ae11761e5
508,904740,CT,Wallingford School District,-72.844595,41.447214,,,,,1,2,2,https://www.nbcconnecticut.com/news/local/back-to-school/some-schools-in-conn-impacted-closed-today-due-to-covid-19/2333176/
509,1903360,IA,Algona Comm School District,-94.223247,43.064589,,,,,,2,2,http://algona.k12.ia.us/district/covid-19-updates/
510,1909120,IA,Dike-New Hartford Comm School District,-92.62678,42.46566,,,,,,2,2,
511,1913200,IA,Grinnell-Newburg Comm School District,-92.737717,41.74942,,,,,,2,2,https://grinnell-k12.socs.net/vnews/display.v/ART/5f6115620bea1
512,1914730,IA,Iowa Falls Comm School District,-93.26592,42.528608,,2,,,,2,4,
513,1918030,IA,Lynnville-Sully Comm School District,-92.84672,41.579185,,,,,,2,2,
514,1924000,IA,Red Oak Comm School District,-95.232876,41.021919,,,,,,2,2,
515,1900022,IA,Union Comm School District,-92.198156,42.314614,,,,,,2,2,https://www.union.k12.ia.us/covid-19/
516,1804710,IN,Huntington Co Com Sch Corp,-85.42757,40.697192,,,,,,2,2,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
517,1805580,IN,LaPorte Community School Corp,-86.719641,41.590361,,,,,,2,2,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
518,1806390,IN,Marion Community Schools,-85.66738,40.537427,,,,,,2,2,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
519,1808970,IN,Plainfield Community School Corp,-86.396015,39.694034,,,,1,,2,3,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
520,2007650,KS,Independence,-95.71173,37.225505,,,,,2,2,2,https://www.isdschools.org/covid-19-information/
521,2923730,MO,RAYMORE-PECULIAR R-II,-94.459745,38.717385,,1,,1,,2,4,https://www.raypec.k12.mo.us/
522,3304740,NH,Merrimack School District,-71.4982,42.86187,,,,,2,2,2,https://www.nh.gov/covid19/dashboard/schools.htm#dash
523,3303000,NH,Farmington School District,-71.0692,43.39224,,,,,1,2,2,https://www.nh.gov/covid19/dashboard/schools.htm#dash
524,4004020,OK,BERRYHILL,-96.063029,36.118019,,1,,,,2,3,
525,4020160,OK,MOFFETT,-94.44903,35.3904,,,,,,2,2,
526,4020190,OK,MONROE,-94.518863,34.994515,,,,,,2,2,
527,4033180,OK,WOODWARD,-99.39904,36.43365,,,,,,2,2,
528,4844730,TX,WAXAHACHIE ISD,-96.850942,32.393135,6,12,5,11,,2,25,https://www.wisd.org/apps/pages/COVIDDashboard
529,5102520,VA,MONTGOMERY CO PBLC SCHS,-80.392099,37.130606,,,,,,2,2,http://www.mcps.org/cms/One.aspx?portalId=92248&pageId=13485877
530,5400360,WV,GRANT COUNTY SCHOOLS,-79.122558,38.998327,,,,,2,2,2,https://wvde.us/schooloutbreaks/
531,5400750,WV,MARSHALL COUNTY SCHOOLS,-80.74112,39.91935,,,,,2,2,2,https://wvde.us/schooloutbreaks/
532,5400930,WV,MONONGALIA COUNTY SCHOOLS,-79.959244,39.625951,,,,,2,2,2,https://wvde.us/schooloutbreaks/
533,5401230,WV,RALEIGH COUNTY SCHOOLS,-81.191713,37.784915,,,,,2,2,2,https://wvde.us/schooloutbreaks/
543,1200240,FL,CHARLOTTE,-82.144588,27.005594,,7,,2,,3,12,https://www.yourcharlotteschools.net/domain/5078
496,1906660,IA,Center Point-Urbana Comm School District,-91.781647,42.19208,,,,,,3,3,
497,1908130,IA,Corning Comm School District,-94.739438,40.990067,,,,,,3,3,
498,1908520,IA,Dallas Center-Grimes Comm School District,-93.96183,41.68437,,3,,2,,3,8,https://dcgschools.com/covid-19-information/
499,1921000,IA,North Tama County Comm School District,-92.467693,42.18821,,,,,,3,3,https://www.n-tama.k12.ia.us/pf4/cms2/view_page?d=x&group_id=1585988869804&vdid=ijh32b2l03851fs
500,1999017,IA,PCM Comm School District,-93.10506,41.52154,,,,,,3,3,
501,4003000,OK,ANADARKO,-98.251484,35.06127,,,,,,3,3,
502,4014340,OK,HENNESSEY,-97.892531,36.109328,,,,,,3,3,
503,4025230,OK,PURCELL,-97.370987,35.024029,,,,,,3,3,
504,4027300,OK,SEMINOLE,-96.67076,35.22444,,,,1,,3,4,
505,4217370,PA,Northampton Area SD,-75.49408,40.691772,,,,,3,3,3,https://www.nasdschools.org/site/default.aspx?PageType=3&DomainID=8&ModuleInstanceID=2453&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=10253&PageID=9
506,5102850,VA,PAGE CO PBLC SCHS,-78.475384,38.663291,,,,,3,3,3,https://www.pagecounty.k12.va.us/o/pcps/browse/152721
507,5401410,WV,TUCKER COUNTY SCHOOLS,-79.685881,39.101064,,,,,3,3,3,
376,1919590,IA,Montezuma Comm School District,-92.52427,41.58537,,,,,,4,4,https://docs.google.com/spreadsheets/u/2/d/e/2PACX-1vTYqI5yadxAvF0fx8C6FQpigU4AtkZzH1bt3abDNP-l1koR_Xj2H_idti8pOGkVeUEw6sc06BKaghsx/pubhtml?gid=0&single=true&urp=gmail_link&fbclid=IwAR0FKhKENcx5j6s1Ad6hlq96NtzEjS5HZzwBnNr2Uf2yaiTXi70OqTm_STQ
380,1919650,IA,Monticello Comm School District,-91.186712,42.233165,,1,,,,4,5,https://www.monticello.k12.ia.us/26646-2/
385,1929310,IA,Vinton-Shellsburg Comm School District,-92.027891,42.157325,,1,,1,,4,6,
473,1802640,IN,M S D Decatur Township,-86.278268,39.687903,,,,,,4,4,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
476,3301650,NH,Barrington School District,-70.9967,43.20795,,,,,,4,4,https://www.nh.gov/covid19/dashboard/schools.htm#dash
484,4003120,OK,ARAPAHO-BUTLER,-98.961625,35.57527,,,,,,4,4,
490,4030240,OK,TULSA,-95.933513,36.119586,,,,,,4,4,
91,502790,AR,BAUXITE SCHOOL DISTRICT,-92.510814,34.553877,,,,,,5,5,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09242020_(002).pdf
92,504860,AR,CUTTER-MORNING STAR SCH. DIST.,-92.9901,34.502865,,,,,,5,5,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09242020_(002).pdf
93,506240,AR,FOREMAN SCHOOL DISTRICT,-94.39578,33.721085,,6,,,,5,11,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09242020_(002).pdf
94,507350,AR,HARRISBURG SCHOOL DISTRICT,-90.723771,35.560043,,,,,5,5,5,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09242020_(002).pdf
95,508130,AR,HUNTSVILLE SCHOOL DISTRICT,-93.7386,36.08861,,,,,5,5,5,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09242020_(002).pdf
96,1200090,FL,BAY,-85.675417,30.17256,17,37,7,13,,5,55,http://www.bay.k12.fl.us/COVID%2019
97,1907410,IA,Clarke Comm School District,-93.769527,41.04057,,1,,,,5,6,https://www.clarke.k12.ia.us/o/clarke-community-schools/news
98,1918180,IA,Madrid Comm School District,-93.822983,41.87787,,,,,,5,5,https://4.files.edl.io/14e7/09/21/20/214452-be78592b-2553-445f-8a23-9878a9c87546.pdf?fbclid=IwAR1jGpAA_ONIJM-5YLsoZl4L_jnYUZbYVXwxLlOE0jXQ72OS_8aNAkJMrAM
99,1929010,IA,Van Meter Comm School District,-93.955836,41.527776,,,,,,5,5,https://www.vmbulldogs.com/district/bulldog-brief.cfm
100,1804320,IN,School City of Hammond,-87.524144,41.611267,,,,,,5,5,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
352,2613500,MI,Escanaba Area Public Schools,-87.06874,45.745812,7,7,,,5,5,12,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173_102480---,00.html"
366,4819950,TX,FRIENDSWOOD ISD,-95.203942,29.529286,,4,1,1,4,5,10,https://venngage.net/ps/X9sMtSZhh44/covid-cases-in-fisd
370,5401200,WV,PUTNAM COUNTY SCHOOLS,-81.891109,38.533482,,,,,5,5,5,https://wvde.us/schooloutbreaks/
85,200480,AK,Kodiak Island Borough School District,-153.918,57.7044,,,,,,6,6,https://kiborough.maps.arcgis.com/apps/opsdashboard/index.html#/25d4e24efaae4dc59c727e3fc30d32ae
86,508730,AR,LAVACA SCHOOL DISTRICT,-94.175415,35.33798,,,,,6,6,6,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09242020_(002).pdf
87,512540,AR,SOUTHSIDE SCHOOL DISTRICT,-91.626842,35.699687,,,,,6,6,6,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09242020_(002).pdf
88,1923110,IA,Pleasant Valley Comm School District,-90.467425,41.550363,,,,,,6,6,https://www.pleasval.org/return-to-learn
89,2602640,MI,Alma Public Schools,-84.65608,43.391533,,,,,6,6,6,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173_102480---,00.html"
90,2608130,MI,Carson City-Crystal Area Schools,-84.84626,43.17698,,,,,6,6,6,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173_102480---,00.html"
78,503090,AR,BERGMAN SCHOOL DISTRICT,-93.01346,36.31259,,11,,7,,7,25,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09242020_(002).pdf
79,1913470,IA,Hampton-Dumont Comm School District,-93.198194,42.751945,,,,,,7,7,https://www.hdcsd.org/district-home/page/273
80,1918510,IA,Maquoketa Comm School District,-90.673201,42.060811,,,,,,7,7,https://sites.google.com/maquoketaschools.org/maquoketa-csd/covid-19-building-tracking
81,1927000,IA,Spirit Lake Comm School District,-95.102182,43.41572,,,,1,,7,8,
82,2620310,MI,Kent City Community Schools,-85.752628,43.223003,,,2,2,7,7,9,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173_102480---,00.html"
83,3307170,NH,Windham School District,-71.3098,42.80028,,,,,,7,7,https://www.nh.gov/covid19/dashboard/schools.htm#dash
84,4002430,OK,ADA,-96.67744,34.77338,,,,,,7,7,
76,509990,AR,MOUNT IDA SCHOOL DISTRICT,-93.631903,34.553378,,,,,6,8,8,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09242020_(002).pdf
2592,1201080,FL,LEE,-81.853482,26.599901,15,44,12,22,,8,74,https://www.leeschools.net/cms/One.aspx?portalId=676305&pageId=31055434
77,1926910,IA,Spencer Comm School District,-95.145275,43.14832,,,,,,8,8,
73,508490,AR,KIRBY SCHOOL DISTRICT,-93.7441,34.23667,,,,,5,9,9,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09242020_(002).pdf
74,4007620,OK,CHOCTAW-NICOMA PARK,-97.30186,35.47857,,,,,,9,9,
75,5514490,WI,Stevens Point Area Public School District,-89.566539,44.497418,5,5,2,2,,9,16,https://www.pointschools.net/Page/7560
69,508240,AR,JASPER SCHOOL DISTRICT,-93.185675,36.0048,,,,,6,11,11,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09242020_(002).pdf
70,1904860,IA,Bettendorf Comm School District,-90.5002,41.53088,,,,,,11,11,https://bettendorf.k12.ia.us/return-learn-2020-2021?fbclid=IwAR2KFlTCPRLA8xVhr5LubQuigwHPcdNuqv9G08D_HHhnSWqB2f4rFoJKZVQ
71,1801050,IN,Brownstown Cnt Com Sch Corp,-86.04901,38.878324,,1,,,,11,12,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
72,4832370,TX,NEW BRAUNFELS ISD,-98.11621,29.69718,,12,,,4,11,23,https://sites.google.com/nbisd.org/nbisdcovid-19dashboard/district-dashboard
68,1929580,IA,East Sac County Comm School District,-95.049875,42.30726,,,,,,12,12,https://docs.google.com/spreadsheets/d/1FRZU8QeEZBHuu6kCyO9GVJpJ389UHBmbYD7fq7h6xZU/edit?usp=sharing
66,504110,AR,GENOA CENTRAL SCHOOL DISTRICT,-93.873116,33.373445,,,,,,13,13,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09242020_(002).pdf
67,513530,AR,VILONIA SCHOOL DISTRICT,-92.208496,35.088514,,,,,,13,13,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09242020_(002).pdf
64,512510,AR,SMACKOVER SCHOOL DISTRICT,-92.724485,33.363565,,,,,5,14,14,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09242020_(002).pdf
65,804410,CO,GreeleySchool District No. 6 in the county of Weld and Sta,-104.693002,40.421446,,,,,14,14,14,https://www.greeleyschools.org/Page/24692
59,503640,AR,BROOKLAND SCHOOL DISTRICT,-90.582418,35.907615,,,,,,15,15,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09242020_(002).pdf
60,504930,AR,DARDANELLE SCHOOL DISTRICT,-93.160798,35.227604,,,,,6,15,15,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09242020_(002).pdf
61,510200,AR,MOUNTAIN VIEW SCHOOL DISTRICT,-92.08356,35.858563,,,,,5,15,15,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09242020_(002).pdf
62,511610,AR,POCAHONTAS SCHOOL DISTRICT,-90.983532,36.279452,,,,,7,15,15,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09242020_(002).pdf
63,4900360,UT,Granite District,-111.888288,40.715914,21,122,9,21,,15,158,https://docs.google.com/spreadsheets/d/1gyYokXmas6pxrRSGrfZaH6Yt8Ka4ya7RXPLGhrgg66E/edit#gid=0
57,101800,AL,Huntsville City,-86.61621,34.72007,,,,,16,16,16,https://www.huntsvillecityschools.org/reset-plan/general-information/covid-19-facility-impact-reports
